지역ID,맵,상위지역,지역명,기준,기준지역ID,몬스터1,원본좌표1,Y+10 좌표1,Y-10 좌표1,몬스터2,원본좌표2,Y+10 좌표2,Y-10 좌표2,몬스터3,원본좌표3,Y+10 좌표3,Y-10 좌표3
838,동부 왕국,모단 호수,북부 관문 통행로,상위지역 경계 대체,38,가루바위일족 점쟁이 (1166),"-5038.670, -3361.670, 298.385","-5038.670, -3351.670, 298.385","-5038.670, -3371.670, 298.385",동굴쥐일족 졸개 (1172),"-5030.430, -3014.490, 330.606","-5030.430, -3004.490, 330.606","-5030.430, -3024.490, 330.606",가루바위 트로그 (1161),"-5810.560, -2965.800, 365.715","-5810.560, -2955.800, 365.715","-5810.560, -2975.800, 365.715"
839,동부 왕국,모단 호수,남부 관문 통행로,상위지역 경계 대체,38,가루바위일족 점쟁이 (1166),"-5038.670, -3361.670, 298.385","-5038.670, -3351.670, 298.385","-5038.670, -3371.670, 298.385",동굴쥐일족 졸개 (1172),"-5030.430, -3014.490, 330.606","-5030.430, -3004.490, 330.606","-5030.430, -3024.490, 330.606",가루바위 트로그 (1161),"-5810.560, -2965.800, 365.715","-5810.560, -2955.800, 365.715","-5810.560, -2975.800, 365.715"
856,동부 왕국,그늘숲,황혼의 숲,상위지역 경계 대체,10,돌가죽멧돼지 (524),"-9926.910, -371.035, 27.431","-9926.910, -361.035, 27.431","-9926.910, -381.035, 27.431",파멸의어둠일족 암흑길잡이 (205),"-10530.900, -786.683, 57.438","-10530.900, -776.683, 57.438","-10530.900, -796.683, 57.438",새끼 검은과부거미 (930),"-10751.200, -172.226, 40.478","-10751.200, -162.226, 40.478","-10751.200, -182.226, 40.478"
876,칼림도어,,GM의 안식처,없음,,없음,,,,없음,,,,없음,,,
877,칼림도어,불모의 땅,Delete ME,상위지역 경계 대체,17,긴송곳니 열대초원랩터 (3255),"-1525.840, -2634.480, 93.120","-1525.840, -2624.480, 93.120","-1525.840, -2644.480, 93.120",굶주린 얼룩말 (3242),"-1047.420, -2714.390, 92.212","-1047.420, -2704.390, 92.212","-1047.420, -2724.390, 92.212",검은부리초원타조 (3246),"-1014.420, -2361.710, 94.964","-1014.420, -2351.710, 94.964","-1014.420, -2371.710, 94.964"
878,칼림도어,아즈샤라,분노의 강,상위지역 경계 대체,16,덩치 큰 이끼발굽순록 (8761),"4144.930, -5919.240, 100.680","4144.930, -5909.240, 100.680","4144.930, -5929.240, 100.680",원한의꼬리일족 세이렌 (6195),"3671.970, -5745.800, 6.533","3671.970, -5735.800, 6.533","3671.970, -5755.800, 6.533",갈퀴발톱 천둥뿔 히포그리프 (6378),"4056.840, -5901.820, 102.057","4056.840, -5891.820, 102.057","4056.840, -5911.820, 102.057"
879,칼림도어,잿빛 골짜기,분노의 강,상위지역 경계 대체,331,찔레가시 거미 (3819),"2745.000, -851.066, 151.039","2745.000, -841.066, 151.039","2745.000, -861.066, 151.039",잿빛골짜기곰 (3809),"2710.550, -1146.070, 170.394","2710.550, -1136.070, 170.394","2710.550, -1156.070, 170.394",야생 순록 (3816),"3594.910, -225.610, 8.752","3594.910, -215.610, 8.752","3594.910, -235.610, 8.752"
880,동부 왕국,아라시 고원,탄돌 교각,상위지역 경계 대체,45,줄무늬 고원랩터 (2559),"-1317.800, -2641.540, 64.874","-1317.800, -2631.540, 64.874","-1317.800, -2651.540, 64.874",평원타란툴라 (2563),"-1353.260, -2619.610, 73.142","-1353.260, -2609.610, 73.142","-1353.260, -2629.610, 73.142",외뿔 고원랩터 (2560),"-1516.830, -2813.330, 39.461","-1516.830, -2803.330, 39.461","-1516.830, -2823.330, 39.461"
881,동부 왕국,저습지,탄돌 교각,상위지역 경계 대체,11,새끼 습지악어 (1417),"-3406.250, -2668.750, 6.533","-3406.250, -2658.750, 6.533","-3406.250, -2678.750, 6.533",용아귀부족 약탈자 (1034),"-3482.190, -2451.440, 46.543","-3482.190, -2441.440, 46.543","-3482.190, -2461.440, 46.543",습지악어 (1400),"-3162.970, -2301.090, 7.082","-3162.970, -2291.090, 7.082","-3162.970, -2311.090, 7.082"
896,동부 왕국,힐스브래드 구릉지,속죄의 섬,상위지역 경계 대체,267,거대한 이끼거미 (2349),"-713.209, -253.896, 34.575","-713.209, -243.896, 34.575","-713.209, -263.896, 34.575",덩치 큰 회색곰 (2356),"-803.369, -428.865, 17.009","-803.369, -418.865, 17.009","-803.369, -438.865, 17.009",비밀결사대 경비병 (2261),"-634.535, -1038.210, 62.336","-634.535, -1028.210, 62.336","-634.535, -1048.210, 62.336"
916,동부 왕국,서부 몰락지대,얀센 농장,상위지역 경계 대체,40,병든 늑대 (525),"-9707.640, 782.041, 31.745","-9707.640, 792.041, 31.745","-9707.640, 772.041, 31.745",뿔엄니멧돼지 (157),"-10627.600, 1326.260, 38.080","-10627.600, 1336.260, 38.080","-10627.600, 1316.260, 38.080",돌엄니멧돼지 (113),"-9929.220, 443.641, 34.594","-9929.220, 453.641, 34.594","-9929.220, 433.641, 34.594"
917,동부 왕국,서부 몰락지대,메마른 논밭,상위지역 경계 대체,40,병든 늑대 (525),"-9707.640, 782.041, 31.745","-9707.640, 792.041, 31.745","-9707.640, 772.041, 31.745",뿔엄니멧돼지 (157),"-10627.600, 1326.260, 38.080","-10627.600, 1336.260, 38.080","-10627.600, 1316.260, 38.080",돌엄니멧돼지 (113),"-9929.220, 443.641, 34.594","-9929.220, 453.641, 34.594","-9929.220, 433.641, 34.594"
918,동부 왕국,서부 몰락지대,몰센 농장,상위지역 경계 대체,40,병든 늑대 (525),"-9707.640, 782.041, 31.745","-9707.640, 792.041, 31.745","-9707.640, 772.041, 31.745",뿔엄니멧돼지 (157),"-10627.600, 1326.260, 38.080","-10627.600, 1336.260, 38.080","-10627.600, 1316.260, 38.080",돌엄니멧돼지 (113),"-9929.220, 443.641, 34.594","-9929.220, 453.641, 34.594","-9929.220, 433.641, 34.594"
919,동부 왕국,서부 몰락지대,스텐들의 연못,상위지역 경계 대체,40,병든 늑대 (525),"-9707.640, 782.041, 31.745","-9707.640, 792.041, 31.745","-9707.640, 772.041, 31.745",뿔엄니멧돼지 (157),"-10627.600, 1326.260, 38.080","-10627.600, 1336.260, 38.080","-10627.600, 1316.260, 38.080",돌엄니멧돼지 (113),"-9929.220, 443.641, 34.594","-9929.220, 453.641, 34.594","-9929.220, 433.641, 34.594"
920,동부 왕국,서부 몰락지대,비수 언덕,상위지역 경계 대체,40,병든 늑대 (525),"-9707.640, 782.041, 31.745","-9707.640, 792.041, 31.745","-9707.640, 772.041, 31.745",뿔엄니멧돼지 (157),"-10627.600, 1326.260, 38.080","-10627.600, 1336.260, 38.080","-10627.600, 1316.260, 38.080",돌엄니멧돼지 (113),"-9929.220, 443.641, 34.594","-9929.220, 453.641, 34.594","-9929.220, 433.641, 34.594"
921,동부 왕국,서부 몰락지대,데몬트의 집터,상위지역 경계 대체,40,병든 늑대 (525),"-9707.640, 782.041, 31.745","-9707.640, 792.041, 31.745","-9707.640, 772.041, 31.745",뿔엄니멧돼지 (157),"-10627.600, 1326.260, 38.080","-10627.600, 1336.260, 38.080","-10627.600, 1316.260, 38.080",돌엄니멧돼지 (113),"-9929.220, 443.641, 34.594","-9929.220, 453.641, 34.594","-9929.220, 433.641, 34.594"
922,동부 왕국,서부 몰락지대,먼지 언덕,상위지역 경계 대체,40,병든 늑대 (525),"-9707.640, 782.041, 31.745","-9707.640, 792.041, 31.745","-9707.640, 772.041, 31.745",뿔엄니멧돼지 (157),"-10627.600, 1326.260, 38.080","-10627.600, 1336.260, 38.080","-10627.600, 1316.260, 38.080",돌엄니멧돼지 (113),"-9929.220, 443.641, 34.594","-9929.220, 453.641, 34.594","-9929.220, 433.641, 34.594"
923,동부 왕국,모단 호수,가루바위 골짜기,상위지역 경계 대체,38,가루바위일족 점쟁이 (1166),"-5038.670, -3361.670, 298.385","-5038.670, -3351.670, 298.385","-5038.670, -3371.670, 298.385",동굴쥐일족 졸개 (1172),"-5030.430, -3014.490, 330.606","-5030.430, -3004.490, 330.606","-5030.430, -3024.490, 330.606",가루바위 트로그 (1161),"-5810.560, -2965.800, 365.715","-5810.560, -2955.800, 365.715","-5810.560, -2975.800, 365.715"
924,동부 왕국,모단 호수,왕의 계곡,상위지역 경계 대체,38,가루바위일족 점쟁이 (1166),"-5038.670, -3361.670, 298.385","-5038.670, -3351.670, 298.385","-5038.670, -3371.670, 298.385",동굴쥐일족 졸개 (1172),"-5030.430, -3014.490, 330.606","-5030.430, -3004.490, 330.606","-5030.430, -3024.490, 330.606",가루바위 트로그 (1161),"-5810.560, -2965.800, 365.715","-5810.560, -2955.800, 365.715","-5810.560, -2975.800, 365.715"
925,동부 왕국,모단 호수,알가즈 주둔지,상위지역 경계 대체,38,가루바위일족 점쟁이 (1166),"-5038.670, -3361.670, 298.385","-5038.670, -3351.670, 298.385","-5038.670, -3371.670, 298.385",동굴쥐일족 졸개 (1172),"-5030.430, -3014.490, 330.606","-5030.430, -3004.490, 330.606","-5030.430, -3024.490, 330.606",가루바위 트로그 (1161),"-5810.560, -2965.800, 365.715","-5810.560, -2955.800, 365.715","-5810.560, -2975.800, 365.715"
926,동부 왕국,은빛소나무 숲,버클브리 농장,상위지역 경계 대체,130,거대한 이끼거미 (2349),"-24.688, 375.408, 51.507","-24.688, 385.408, 51.507","-24.688, 365.408, 51.507",덩치 큰 회색곰 (2356),"-53.883, 351.264, 62.596","-53.883, 361.264, 62.596","-53.883, 341.264, 62.596",썩은지느러미멀록 술사 (1909),"456.141, 741.376, 38.490","456.141, 751.376, 38.490","456.141, 731.376, 38.490"
927,동부 왕국,은빛소나무 숲,반짝이는 호숫가,상위지역 경계 대체,130,거대한 이끼거미 (2349),"-24.688, 375.408, 51.507","-24.688, 385.408, 51.507","-24.688, 365.408, 51.507",덩치 큰 회색곰 (2356),"-53.883, 351.264, 62.596","-53.883, 361.264, 62.596","-53.883, 341.264, 62.596",썩은지느러미멀록 술사 (1909),"456.141, 741.376, 38.490","456.141, 751.376, 38.490","456.141, 731.376, 38.490"
928,동부 왕국,은빛소나무 숲,북부 해안 골짜기,상위지역 경계 대체,130,거대한 이끼거미 (2349),"-24.688, 375.408, 51.507","-24.688, 385.408, 51.507","-24.688, 365.408, 51.507",덩치 큰 회색곰 (2356),"-53.883, 351.264, 62.596","-53.883, 361.264, 62.596","-53.883, 341.264, 62.596",썩은지느러미멀록 술사 (1909),"456.141, 741.376, 38.490","456.141, 751.376, 38.490","456.141, 731.376, 38.490"
936,동부 왕국,모단 호수,곰발바닥 마루,상위지역 경계 대체,38,가루바위일족 점쟁이 (1166),"-5038.670, -3361.670, 298.385","-5038.670, -3351.670, 298.385","-5038.670, -3371.670, 298.385",동굴쥐일족 졸개 (1172),"-5030.430, -3014.490, 330.606","-5030.430, -3004.490, 330.606","-5030.430, -3024.490, 330.606",가루바위 트로그 (1161),"-5810.560, -2965.800, 365.715","-5810.560, -2955.800, 365.715","-5810.560, -2975.800, 365.715"
976,칼림도어,타나리스,가젯잔,상위지역 경계 대체,440,파도거북 (5431),"-8715.440, -4653.530, 5.043","-8715.440, -4643.530, 5.043","-8715.440, -4663.530, 5.043",문둥발하이에나 (5426),"-8255.710, -3667.660, 12.231","-8255.710, -3657.660, 12.231","-8255.710, -3677.660, 12.231",유리비늘 큰눈바실리스크 (5420),"-8181.370, -3683.780, 25.425","-8181.370, -3673.780, 25.425","-8181.370, -3693.780, 25.425"
977,칼림도어,타나리스,스팀휘들 항구,상위지역 경계 대체,440,파도거북 (5431),"-8715.440, -4653.530, 5.043","-8715.440, -4643.530, 5.043","-8715.440, -4663.530, 5.043",문둥발하이에나 (5426),"-8255.710, -3667.660, 12.231","-8255.710, -3657.660, 12.231","-8255.710, -3677.660, 12.231",유리비늘 큰눈바실리스크 (5420),"-8181.370, -3683.780, 25.425","-8181.370, -3673.780, 25.425","-8181.370, -3693.780, 25.425"
978,칼림도어,타나리스,줄파락,상위지역 경계 대체,440,파도거북 (5431),"-8715.440, -4653.530, 5.043","-8715.440, -4643.530, 5.043","-8715.440, -4663.530, 5.043",문둥발하이에나 (5426),"-8255.710, -3667.660, 12.231","-8255.710, -3657.660, 12.231","-8255.710, -3677.660, 12.231",유리비늘 큰눈바실리스크 (5420),"-8181.370, -3683.780, 25.425","-8181.370, -3673.780, 25.425","-8181.370, -3693.780, 25.425"
979,칼림도어,타나리스,슬픈모래 감시탑,상위지역 경계 대체,440,파도거북 (5431),"-8715.440, -4653.530, 5.043","-8715.440, -4643.530, 5.043","-8715.440, -4663.530, 5.043",문둥발하이에나 (5426),"-8255.710, -3667.660, 12.231","-8255.710, -3657.660, 12.231","-8255.710, -3677.660, 12.231",유리비늘 큰눈바실리스크 (5420),"-8181.370, -3683.780, 25.425","-8181.370, -3673.780, 25.425","-8181.370, -3693.780, 25.425"
980,칼림도어,타나리스,덤불나무 골짜기,상위지역 경계 대체,440,파도거북 (5431),"-8715.440, -4653.530, 5.043","-8715.440, -4643.530, 5.043","-8715.440, -4663.530, 5.043",문둥발하이에나 (5426),"-8255.710, -3667.660, 12.231","-8255.710, -3657.660, 12.231","-8255.710, -3677.660, 12.231",유리비늘 큰눈바실리스크 (5420),"-8181.370, -3683.780, 25.425","-8181.370, -3673.780, 25.425","-8181.370, -3693.780, 25.425"
981,칼림도어,타나리스,모래지옥 협곡,상위지역 경계 대체,440,파도거북 (5431),"-8715.440, -4653.530, 5.043","-8715.440, -4643.530, 5.043","-8715.440, -4663.530, 5.043",문둥발하이에나 (5426),"-8255.710, -3667.660, 12.231","-8255.710, -3657.660, 12.231","-8255.710, -3677.660, 12.231",유리비늘 큰눈바실리스크 (5420),"-8181.370, -3683.780, 25.425","-8181.370, -3673.780, 25.425","-8181.370, -3693.780, 25.425"
982,칼림도어,타나리스,맹독의 둥지,상위지역 경계 대체,440,파도거북 (5431),"-8715.440, -4653.530, 5.043","-8715.440, -4643.530, 5.043","-8715.440, -4663.530, 5.043",문둥발하이에나 (5426),"-8255.710, -3667.660, 12.231","-8255.710, -3657.660, 12.231","-8255.710, -3677.660, 12.231",유리비늘 큰눈바실리스크 (5420),"-8181.370, -3683.780, 25.425","-8181.370, -3673.780, 25.425","-8181.370, -3693.780, 25.425"
983,칼림도어,타나리스,모래망치 주둔지,상위지역 경계 대체,440,파도거북 (5431),"-8715.440, -4653.530, 5.043","-8715.440, -4643.530, 5.043","-8715.440, -4663.530, 5.043",문둥발하이에나 (5426),"-8255.710, -3667.660, 12.231","-8255.710, -3657.660, 12.231","-8255.710, -3677.660, 12.231",유리비늘 큰눈바실리스크 (5420),"-8181.370, -3683.780, 25.425","-8181.370, -3673.780, 25.425","-8181.370, -3693.780, 25.425"
984,칼림도어,타나리스,동쪽 달의 폐허,상위지역 경계 대체,440,파도거북 (5431),"-8715.440, -4653.530, 5.043","-8715.440, -4643.530, 5.043","-8715.440, -4663.530, 5.043",문둥발하이에나 (5426),"-8255.710, -3667.660, 12.231","-8255.710, -3657.660, 12.231","-8255.710, -3677.660, 12.231",유리비늘 큰눈바실리스크 (5420),"-8181.370, -3683.780, 25.425","-8181.370, -3673.780, 25.425","-8181.370, -3693.780, 25.425"
985,칼림도어,타나리스,샘솟는 벌판,상위지역 경계 대체,440,파도거북 (5431),"-8715.440, -4653.530, 5.043","-8715.440, -4643.530, 5.043","-8715.440, -4663.530, 5.043",문둥발하이에나 (5426),"-8255.710, -3667.660, 12.231","-8255.710, -3657.660, 12.231","-8255.710, -3677.660, 12.231",유리비늘 큰눈바실리스크 (5420),"-8181.370, -3683.780, 25.425","-8181.370, -3673.780, 25.425","-8181.370, -3693.780, 25.425"
986,칼림도어,타나리스,잘라쉬지의 굴,상위지역 경계 대체,440,파도거북 (5431),"-8715.440, -4653.530, 5.043","-8715.440, -4643.530, 5.043","-8715.440, -4663.530, 5.043",문둥발하이에나 (5426),"-8255.710, -3667.660, 12.231","-8255.710, -3657.660, 12.231","-8255.710, -3677.660, 12.231",유리비늘 큰눈바실리스크 (5420),"-8181.370, -3683.780, 25.425","-8181.370, -3673.780, 25.425","-8181.370, -3693.780, 25.425"
987,칼림도어,타나리스,끝자락 해안,상위지역 경계 대체,440,파도거북 (5431),"-8715.440, -4653.530, 5.043","-8715.440, -4643.530, 5.043","-8715.440, -4663.530, 5.043",문둥발하이에나 (5426),"-8255.710, -3667.660, 12.231","-8255.710, -3657.660, 12.231","-8255.710, -3677.660, 12.231",유리비늘 큰눈바실리스크 (5420),"-8181.370, -3683.780, 25.425","-8181.370, -3673.780, 25.425","-8181.370, -3693.780, 25.425"
988,칼림도어,타나리스,파도타기 해안,상위지역 경계 대체,440,파도거북 (5431),"-8715.440, -4653.530, 5.043","-8715.440, -4643.530, 5.043","-8715.440, -4663.530, 5.043",문둥발하이에나 (5426),"-8255.710, -3667.660, 12.231","-8255.710, -3657.660, 12.231","-8255.710, -3677.660, 12.231",유리비늘 큰눈바실리스크 (5420),"-8181.370, -3683.780, 25.425","-8181.370, -3673.780, 25.425","-8181.370, -3693.780, 25.425"
989,칼림도어,타나리스,울둠,상위지역 경계 대체,440,파도거북 (5431),"-8715.440, -4653.530, 5.043","-8715.440, -4643.530, 5.043","-8715.440, -4663.530, 5.043",문둥발하이에나 (5426),"-8255.710, -3667.660, 12.231","-8255.710, -3657.660, 12.231","-8255.710, -3677.660, 12.231",유리비늘 큰눈바실리스크 (5420),"-8181.370, -3683.780, 25.425","-8181.370, -3673.780, 25.425","-8181.370, -3693.780, 25.425"
990,칼림도어,타나리스,감시자의 골짜기,상위지역 경계 대체,440,파도거북 (5431),"-8715.440, -4653.530, 5.043","-8715.440, -4643.530, 5.043","-8715.440, -4663.530, 5.043",문둥발하이에나 (5426),"-8255.710, -3667.660, 12.231","-8255.710, -3657.660, 12.231","-8255.710, -3677.660, 12.231",유리비늘 큰눈바실리스크 (5420),"-8181.370, -3683.780, 25.425","-8181.370, -3673.780, 25.425","-8181.370, -3693.780, 25.425"
991,칼림도어,타나리스,건스탠의 야영지,상위지역 경계 대체,440,파도거북 (5431),"-8715.440, -4653.530, 5.043","-8715.440, -4643.530, 5.043","-8715.440, -4663.530, 5.043",문둥발하이에나 (5426),"-8255.710, -3667.660, 12.231","-8255.710, -3657.660, 12.231","-8255.710, -3677.660, 12.231",유리비늘 큰눈바실리스크 (5420),"-8181.370, -3683.780, 25.425","-8181.370, -3673.780, 25.425","-8181.370, -3693.780, 25.425"
992,칼림도어,타나리스,서쪽 달의 폐허,상위지역 경계 대체,440,파도거북 (5431),"-8715.440, -4653.530, 5.043","-8715.440, -4643.530, 5.043","-8715.440, -4663.530, 5.043",문둥발하이에나 (5426),"-8255.710, -3667.660, 12.231","-8255.710, -3657.660, 12.231","-8255.710, -3677.660, 12.231",유리비늘 큰눈바실리스크 (5420),"-8181.370, -3683.780, 25.425","-8181.370, -3673.780, 25.425","-8181.370, -3693.780, 25.425"
996,동부 왕국,붉은마루 산맥,약탈의 야영지,상위지역 경계 대체,44,붉은마루일족 전사 (446),"-8980.150, -2337.880, 132.631","-8980.150, -2327.880, 132.631","-8980.150, -2347.880, 132.631",새끼 검은용 (441),"-9166.640, -2518.350, 110.678","-9166.640, -2508.350, 110.678","-9166.640, -2528.350, 110.678",검은바위부족 길잡이 (485),"-9138.150, -2556.150, 116.649","-9138.150, -2546.150, 116.649","-9138.150, -2566.150, 116.649"
997,동부 왕국,붉은마루 산맥,약탈의 계곡,상위지역 경계 대체,44,붉은마루일족 전사 (446),"-8980.150, -2337.880, 132.631","-8980.150, -2327.880, 132.631","-8980.150, -2347.880, 132.631",새끼 검은용 (441),"-9166.640, -2518.350, 110.678","-9166.640, -2508.350, 110.678","-9166.640, -2528.350, 110.678",검은바위부족 길잡이 (485),"-9138.150, -2556.150, 116.649","-9138.150, -2546.150, 116.649","-9138.150, -2566.150, 116.649"
